0.1,18436.513624627398,[-0.05178143 -0.23802947 -2.        ]
0.15555555555555556,22712.479763651638,[ 0.15120051  0.03264838 -0.99097871]
0.2111111111111111,22888.103730875977,[ 0.15000515  0.03192556 -0.99410583]
0.26666666666666666,23134.040959372745,[ 0.14831195  0.03100298 -0.99824571]
0.3222222222222222,23464.86902535579,[ 0.14599856  0.02990337 -1.00333001]
0.37777777777777777,23898.107242591097,[ 0.1429061   0.02865303 -1.00916166]
0.43333333333333335,24449.264261484837,[ 0.13886567  0.02725542 -1.01525576]
0.4888888888888888,25131.765631570117,[ 0.13368703  0.02568    -1.02083888]
0.5444444444444444,25958.719334965244,[ 0.12712468  0.02385787 -1.02483556]
0.6,26946.446679261484,[ 0.11880803  0.02167408 -1.02577425]
0.61,27143.080509282154,[ 0.1170815   0.02122982 -1.02546709]
0.6422222222222222,27820.276552481086,[ 0.11092911  0.01966162 -1.02313867]
0.6744444444444444,28572.268572829005,[ 0.10366864  0.01783313 -1.01817703]
0.7066666666666667,29416.593458241667,[ 0.09485433  0.0156427  -1.00941289]
0.7388888888888889,30390.480659362558,[ 0.08353575  0.0128925  -0.99452646]
0.7711111111111111,31613.56307484313,[ 0.06663923  0.00899901 -0.96644858]
0.8033333333333333,33287.70405278355,[ 0.03644243  0.00191367 -0.89962878]
0.8355555555555556,33749.99999999906,[ 3.25580628e-14 -5.49906109e-15 -9.17951601e-01]
0.8677777777777778,33749.99999999533,[-9.08962226e-15 -3.43118078e-16 -9.53351331e-01]
0.9,33749.99999999538,[-6.08268599e-14 -1.26625557e-15 -9.88751060e-01]
0.91,33749.99999999736,[ 1.17718421e-13 -5.09541749e-15 -9.99737183e-01]
0.9755555555555556,33749.999999997075,[-1.40508872e-13 -6.87079232e-15 -1.07175732e+00]
1.041111111111111,33749.99999999087,[ 1.34255130e-13  5.55167713e-15 -1.14377746e+00]
1.1066666666666667,33749.999999990374,[ 4.78138537e-15 -7.15174112e-15 -1.21579760e+00]
1.1722222222222223,33749.99999998501,[ 4.85721559e-14 -1.06580007e-14 -1.28781774e+00]
1.2377777777777776,33749.999999983775,[ 5.08971900e-14 -3.80530246e-15 -1.35983788e+00]
1.3033333333333332,33749.99999999428,[ 1.30857423e-14 -4.14352772e-16 -1.43185802e+00]
1.3688888888888888,33749.99999997545,[ 9.31416157e-14 -3.53896477e-14 -1.50387816e+00]
1.4344444444444444,33749.99999998139,[ 2.08917523e-13 -2.15577958e-14 -1.57589829e+00]
1.5,33749.99496818929,[ 1.61717429e-06  7.10368001e-08 -1.64791904e+00]
